Part No.,Default purchase price,Default supplier
11730,19.84,Turn 14
09-01-707-01-R1-BLK,18.9,Qingdao Zehan Machinery Manufacturing Co. Ltd.
STKR-01-WH,0.86,Sticker Mule
5463K596,10.24,McMaster-Carr
VINYL-06-BLK,1.0,Senpai Squad (Homen)
14-03-100-03-PDR,2.53433,
19-10-300,6.37,"SEATO Intelligent Technology (Shanghai) Co., Ltd."
93475A270,12.52,McMaster-Carr
00-00-928,,
18-14-100-01,5.56,Hunt Tech Company Limited
DAC-80065,241.99,Summit Racing
90417A143,8.59,McMaster-Carr
KJ-2350,0.33,Suifenhe Masuma Auto Spare Parts
92949A559,0.2082,McMaster-Carr
S-11258,,
16-08-903-01,13.67,"SEATO Intelligent Technology (Shanghai) Co., Ltd."
00-00-601,1.729,Qingdao Zehan Machinery Manufacturing Co. Ltd.
S-4533,,
90854A232,17.25,McMaster-Carr
92855A401,6.4,McMaster-Carr
00-00-218,41.2,"SEATO Intelligent Technology (Shanghai) Co., Ltd."
19-10-800-07-PCK,0.0,
92125A236,0.2428,McMaster-Carr
95735A225,0.2002,McMaster-Carr
00-00-930-F1,1.22,Ponoko
2418T128,13.1200000002,McMaster-Carr
15-03-105-01,11.25,Hunt Tech Company Limited
00-00-102-WH,11.8,
15-01-100-06-R2,7.87,Qingdao Zehan Machinery Manufacturing Co. Ltd.
09-01-110-07,1.82,Qingdao Zehan Machinery Manufacturing Co. Ltd.
00-01-102,4.88,"Anhui Jagrow Auto Parts Co., Ltd."
9396K13,5.89,McMaster-Carr
00-00-900,0.84,"Tianjin TheOne Metal Products Co.,Ltd"
15-01-100-05-R2,5.9,Qingdao Zehan Machinery Manufacturing Co. Ltd.
1061T136,13.33,McMaster-Carr
94645A230,11.01,McMaster-Carr
VMSHNG101-12,5.97,Verocious Motorsports
15-03-100-02,5.61,Hunt Tech Company Limited
9753K12,0.0549,McMaster-Carr
19-10-800-06,2.0,3D Hubs
9452K73,6.45,McMaster-Carr
9452K27,5.98,McMaster-Carr
SXTH-ICST,,
98424A350,6.23,McMaster-Carr
93474A227,13.79,McMaster-Carr
SXTH-JET-02,0.0,
90128A187,8.41,McMaster-Carr
92196A106,0.0574,McMaster-Carr
5416K16,17.69,McMaster-Carr
9753K31,4.51,McMaster-Carr
VMSHNG102-38,1.77,Haizol
91287A151,13.31,McMaster-Carr
SNK-TC-01,,
93655A441,0.55,"SEATO Intelligent Technology (Shanghai) Co., Ltd."
00-00-602,1.73,"VMT Racing Industry, AN Fittings Direct"
9435K141,1.77,McMaster-Carr
00-00-603,1.58,"VMT Racing Industry, AN Fittings Direct"
00-00-904,0.94,"Tianjin TheOne Metal Products Co.,Ltd"
07-03-100-01,1.5,Qingdao Zehan Machinery Manufacturing Co. Ltd.
00-00-903,0.89,"Tianjin TheOne Metal Products Co.,Ltd"
5058K332,3.77,McMaster-Carr
18-14-110-02,1.91,Hunt Tech Company Limited
POL-FIL-FM-40,,
S-8210,,
VINYL-06-BLU,1.0,Senpai Squad (Homen)
91290A113,9.22,McMaster-Carr
15-03-100-03-R1,23.5,Hunt Tech Company Limited
19-10-800-02-ACR,1.06,Send Cut Send
S-4207,,
00-00-604,1.96,VMT Racing Industry
14-01-301,51.25,"SEATO Intelligent Technology (Shanghai) Co., Ltd."
VINYL-06-RD,1.0,Senpai Squad (Homen)
93475A290,11.22,McMaster-Carr
01-01-404,0.5,Qingdao Zehan Machinery Manufacturing Co. Ltd.
92125A238,0.2904,McMaster-Carr
91292A134,9.84,McMaster-Carr
92196A113,0.0733,McMaster-Carr
00-00-901,0.85,"Tianjin TheOne Metal Products Co.,Ltd"
VINYL-06-OR,1.0,Senpai Squad (Homen)
S-4233,,
00-00-934,,
ANF009582,1.3,"Dongguan Jiaxing Precision Machinery Co., Ltd."
92125A237,0.2964,McMaster-Carr
00-00-935,,
92855A622,13.31,McMaster-Carr
S-4101,,
00-00-902,0.92,"Tianjin TheOne Metal Products Co.,Ltd"
93475A250,0.0641,McMaster-Carr
07-03-100-01-R2,1.5,Hunt Tech Company Limited
91292A117,8.72,McMaster-Carr
91287A207,8.94,McMaster-Carr
STKR-D-856-1,,
5416K42,14.19,McMaster-Carr
92949A264,10.36,McMaster-Carr
9217K34,1.38,"SEATO Intelligent Technology (Shanghai) Co., Ltd."
S-3515,,
92141A011,2.4,McMaster-Carr
5416K26,14.19,McMaster-Carr
92095A226,12.64,McMaster-Carr
94645A101,0.1405,McMaster-Carr
5416K23,25.0,McMaster-Carr
91292A137,5.88,McMaster-Carr
5463K214,10.73,McMaster-Carr
91292A118,9.81,McMaster-Carr
70215K63,11.5,McMaster-Carr
KJ-826,0.05,
00-00-913,0.84,"Tianjin TheOne Metal Products Co.,Ltd"
90386A102,8.92,McMaster-Carr
90386A101,8.92,McMaster-Carr
5388K16,10.52,McMaster-Carr
91116A150,15.28,McMaster-Carr
97400A101,0.1412,"SEATO Intelligent Technology (Shanghai) Co., Ltd."
200-8683,1.46,"SEATO Intelligent Technology (Shanghai) Co., Ltd."
9232K14,1.18,"SEATO Intelligent Technology (Shanghai) Co., Ltd."
177400603,,
92146A550,0.0242,McMaster-Carr
POL-BBL-MLR-02,,
S-1706,,
S-3927P,,
30252,,
POL-BBL-MLR-01,,
SEE-HSS-01,,
SEE-IC-02,,
92855A408,8.05,McMaster-Carr
5388k14,0.0731,"Tianjin TheOne Metal Products Co.,Ltd"
KJ-419,0.03,
92095A238,7.37,McMaster-Carr
95221A204,13.0,McMaster-Carr
S-3575,,
93475A230,3.57,McMaster-Carr
SXTH-KRTP-02,,
S-423,,
